Viral hepatitis
	Acute hepatitis A
	Cholecystitis
	Viral hepatitis
	Hematoma
	Hemolytic anemia
	Myocarditis
	Atrial myxoma with lentigines
	Heart failure
	Congestive heart failure
	Congestive hepatopathy
WD - Wilson's disease
	Chagas disease
	WD - Wilson's disease
	McArdle's disease
Liver congestion
	Biliary obstruction
	Liver congestion
Alpha-1-antitrypsin deficiency
	Alpha-1-antitrypsin deficiency
PSC - Primary sclerosing cholangitis
	PSC - Primary sclerosing cholangitis
Acetaminophen adverse reaction
	Acetaminophen adverse reaction
Schistosomiasis - bilharziasis
	Schistosomiasis - bilharziasis
Chronic pericarditis with effusion
	Chronic pericarditis with effusion
PHT - Pulmonary hypertension
	PHT - Pulmonary hypertension
Gilbert syndrome
	Gilbert syndrome
Restrictive cardiomyopathy
	Restrictive cardiomyopathy
Idiopathic restrictive cardiomyopathy
	Idiopathic restrictive cardiomyopathy
