Ulcerative colitis
	Peptic ulcer disease
	Acute ischemic colitis
	Ulcerative colitis
	Ischemic bowel disease
	Infectious gastroenteritis and colitis
	Colitis
	Transient ischemic colitis
	Ischemic colitis
	Colonic ischemia
	Ischemic colon
	Mesenteric ischemia
Gastric ulcer
	Gastric varices
	Gastric ulcer
	Gastric malignancy
Inflammatory bowel disease
	Inflammatory diarrhea
	IBD - Inflammatory bowel disease
	Inflammatory Bowel Disease
Diverticulitis of large intestine
	Diverticulitis of large intestine
	Diverticulitis
	Diverticular disease of intestine
Hemorrhoids
	Hemorrhoids
	Haemorrhoids
NEC - Necrotizing enterocolitis
	NEC - Necrotizing enterocolitis
Crohn's disease
	Crohn's disease
Aspirin induced bleeding
	Aspirin induced bleeding
Stomach cancer
	Stomach cancer
Colon cancer
	Colon cancer
Clostridium difficile colitis
	Clostridium difficile colitis
Volvulus
	Volvulus
Proctitis
	Proctitis
Myocardial infarction
	Myocardial infarction
Esophagitis
	Esophagitis
Acute pancreatitis
	Acute pancreatitis
Aortointestinal fistula
	Aortointestinal fistula
Irritable bowel syndrome
	Irritable bowel syndrome
