Non-accidental injury to child
	Transient synovitis
	Fracture
	Child abuse
	Osteomyelitis
	Septic arthritis
	Acute pain due to trauma
	Fractire
	Non-accidental injury to child
	toddlers fracture
	tibial fracture
	Toxic synovitis
	Osteosarcoma of bone
	Pathological fracture, tibia and fibula
	Pathological fracture, femur and pelvis
	fracture tibia
	Congenital hip dysplasia
	Osteogenesis imperfecta
	Leg fracture
	Femur fracture
	Septic joint
	Developmental dysplasia of the hip
	Acute appendicitis
	Reactive arthritis
	Pathologic fracture
	Acute lymphoblastic leukemia
	trauma
	arthritis
	Tibia fracture
	Rhabdosarcoma
	Stress fracture
	Open left tibial fracture
	Osteosarcoma
	Joint dislocation
	Joint injury
	Knee injury
	Toddler fracture
	Juvenile arthritis
	Frscture left tibia
	Accidental fracture
	Leukaemia
	Tubial fracture
	Lower extremity fracture
	Leukemia
	Closed fracture of left tibial spine
	Spiral fracture femur
	Left tibial spiral fracture
	Osteoblastoma of bone
	OI - Osteogenesis imperfecta
	Osteomalacia
	Osteochondroma
	GTCT - Giant cell tumor of bone
	Closed fracture proximal tibia, lateral condyle (plateau)
	Left Tibial fracture
	Deep vein thrombosis
	Hip fracture
	Closed fracture of upper end of tibia AND fibula
	CDH - Congenital dislocation of the hip
	Rickets, active
	Supracondylar fracture femur
	Late effect of child abuse
	Closed fracture of tibia AND fibula
	Recurrent dislocation of joint
	Fracture of bone of lower limb
	Hip dysplasia
	Traumatic fractue
	Non-accidental injury
	Fracture of tibia AND fibula
	Fracture of bone of hip region
	Fracture of tibia
	Abuse
	Septic arthritis of costotransverse joint
	Hip dislocation
	Ehlers-Danlos syndrome
	Concussion injury of cerebrum
	Dysplasia
	Infectious
	Recurrent dislocation, right hip
	Tibial spiral fracture
	Viral tenosynovitis
	Injury
	Developmental dislocation of hip
	Direct infection of hip in infectious and parasitic diseases classified elsewhere
	Spiral fracture
	Closed left tibial fracture
	sinovitis
	Fracture abuse
	Non accidental trauma
	Congenital dysplasia of the hip
	Greenstick fracture of distal radius
	Closed fracture of epiphyseal plate of proximal tibia
	Ligament sprain
	Femoral dislocation
	Tibail fracture
	Closed distal physis fracture of left tibia
	Closed fracture tibia
	Closed fracture fibula, neck
	Osteonecrosis
	Pathological fracture, left foot
	Femoral fracture
	Non-accidental injury to adult
	Arthritis of left hip
	Fracture of left tibia
	Contusion of lower limb
	Pathological fracture due to osteoporosis
	greenstick fracture
	hair tournequet
	Fracture of leg
	tibial fracture due to trauma
	Closed fracture of tibia or fibula, shaft
	NAT - Non-accidental trauma
	Concern for non accidental trauma
Avascular necrosis of the capital femoral epiphysis
	Legg-Calve-Perthes disease
	Perthes disease
	Perthes disease - osteochondritis of the femoral head
	Juvenile osteochondrosis of head of femur [Legg-Calve-Perthes]
Unilateral osteoarthritis resulting from hip dysplasia, left hip
	Bacterial arthritis of patellofemoral joint
	Pyogenic bacterial arthritis of hip
	Unilateral osteoarthritis resulting from hip dysplasia, left hip
Slipped upper femoral epiphysis
	SUFE - Slipped upper femoral epiphysis
	Slipped femoral epiphysis
Slipped upper femoral epiphysis (nontraumatic)
	Slipped upper femoral epiphysis (nontraumatic)
	Slipped capital femoral epiphysis
Discitis of lumbar region
	Discitis of lumbar region
Sacroiliitis, not elsewhere classified
	Sacroiliitis, not elsewhere classified
Sarcoma
	sarcoma
Broken bone
	Broken bone
Large cell Ewing sarcoma of bone
	Large cell Ewing sarcoma of bone
femoral head dislocation
	femoral head dislocation
Psoas abscess
	Psoas abscess
Myocardial infarction
	Myocardial infarction
Sprain radial collateral ligament
	Sprain radial collateral ligament
Fever
	Fever
Sickle cell disease
	Sickle cell disease
Tumour
	Tumour
Kawasaki disease
	Kawasaki disease
Haemolytic uraemic syndrome of childhood
	Haemolytic uraemic syndrome of childhood
Physical injury due to physical abuse
	Physical injury due to physical abuse
Toddler fracture tibia
	Toddler fracture tibia
Dislocation of lower extremity
	Dislocation of lower extremity
Psoas muscle abscess
	Psoas muscle abscess
Irritable hip
	Irritable hip
Pain in foot and toes
	Pain in foot and toes
Myositis
	Myositis
Nat
	Nat
Fracture femur
	Fracture femur
Ewing sarcoma of bone
	Ewing sarcoma of bone
Unicameral bone cyst
	Unicameral bone cyst
Paget's disease of bone
	Pagets disease of bone
Aneurysmal bone cyst
	Aneurysmal Bone Cyst
Juvenile idiopathic arthritis
	Juvenile idiopathic arthritis
Hip displacement
	Hip displacement
Closed tibia fracture
	Closed tibia fracture
Juvenile osteochondrosis of head of femur [Legg-Calve-Perthes], left leg
	Juvenile osteochondrosis of head of femur [Legg-Calve-Perthes], left leg
Vitamin D deficiency
	Vitamin D deficiency
Benign bone tumor
	Benign bone tumor
Virosis
	Virosis
Bone tumor
	Bone tumor
Pain in knee
	Pain in knee
Hip septic arthritis
	Hip septic arthritis
Ankle sprain
	Ankle sprain
Dislocation
	Dislocation
Knee dislocation
	Knee dislocation
Lumbago with sciatica
	Lumbago with sciatica
Scurvy
	Scurvy
Pathological dislocation of left hip, not elsewhere classified
	Pathological dislocation of left hip, not elsewhere classified
Sprain of medial ligament of ankle joint
	Sprain of medial ligament of ankle joint
Anterior shin splints
	Anterior shin splints
Avascular necrosis of bone of hip
	Avascular necrosis of bone of hip
Acute leukemia of unspecified cell type
	Acute leukemia of unspecified cell type
Hip dyslpasia
	Hip dyslpasia
Haemarthrosis
	Haemarthrosis
displasia of hip
	displasia of hip
Muscular dystrophy
	Muscular dystrophy
Soft tissue injury
	Soft tissue injury
Other specified disorders of bone density and structure, ankle and foot
	Other specified disorders of bone density and structure, ankle and foot
Paralysis
	Paralysis
Bone contusion
	Bone contusion
Bone cancer
	Bone cancer
Muscle strain
	Muscle strain
Fractured leg
	Fractured leg
Osteopenic rickets
	Osteopenic rickets
Accidental injury
	Accidental injury
Rickets
	Rickets
Unilateral osteoarthritis resulting from hip dysplasia
	Unilateral osteoarthritis resulting from hip dysplasia
Patellar dislocation
	Patellar dislocation
Stress fracture of femoral shaft
	Stress fracture of femoral shaft
Rheumatoid arthritis
	Rheumatoid arthritis
Hemarthrosis
	Hemarthrosis
Developmental hip dysplasia
	Developmental hip dysplasia
Avascular necrosis of femoral condyle
	Avascular necrosis of femoral condyle
Osteochondrosis of tibial tubercle [Osgood-Schlatter]
	Osteochondrosis of tibial tubercle [Osgood-Schlatter]
AVN - Avascular necrosis of bone
	AVN - Avascular necrosis of bone
Knee effusion
	Knee effusion
Osteoid osteoma
	Osteoid osteoma
Facture
	Facture
Contusion
	Contusion
Infected joint
	Infected joint
Septic hip
	Septic hip
Dislocation of hip
	Dislocation of hip
Osteochondral defect of distal tibia
	Osteochondral defect of distal tibia
Pain in ankle and joints of foot
	Pain in ankle and joints of foot
Hemophilia
	Hemophilia
Acute meniscal tear, lateral
	Acute meniscal tear, lateral
Chondrosarcoma of bone
	Chondrosarcoma of bone
Cerebral palsy
	Cerebral palsy
DMD - Duchenne muscular dystrophy
	DMD - Duchenne muscular dystrophy
BMD - Becker muscular dystrophy
	BMD - Becker muscular dystrophy
Obesity
	Obesity
Gaucher disease
	Gaucher disease
Shingles
	Shingles
Familial hypophosphatemic osteomalacia
	Familial hypophosphatemic osteomalacia
Juvenile osteochondrosis of head of femur [Legg-Calve-Perthes], unspecified leg
	Juvenile osteochondrosis of head of femur [Legg-Calve-Perthes], unspecified leg
Cellulitis
	Cellulitis
Dislocation AND/OR displacement of joint, not due to injury
	Dislocation AND/OR displacement of joint, not due to injury
Internal derangement of knee
	Internal derangement of knee
Femoral neck fracture
	Femoral neck fracture
Suspected child abuse and neglect
	Suspected child abuse and neglect
SCAN
	SCAN
