Angioedema
	Allergic reaction to insect bite
	Allergic urticaria
	Angioedema
	Allergic reaction
	Angio-oedema due to disorder of C1 esterase inhibitor
	Food allergy
	Idiopathic urticaria and/or angio-oedema
	Infection of tick bite
	Allergy
	Angio-oedema and/or urticaria
	Allergy reaction
	Urticaria
	Allergic reaction to substance
	Allergic contact dermatitis
	Hereditary angioedema with normal C1 esterase inhibitor activity
	Angioedema due to angiotensin-converting-enzyme inhibitor
	Angioedema due to disorder of C1 esterase inhibitor
	Episodic angioedema with eosinophilia
	Meat allergy
	Autoimmune urticaria and/or angioedema
	Allergy to drug in contact with skin
	insect bite
	Idiopathic angioedema
	ACE inhibitor-induced angio-oedema
	Allergy to alpha glucoside inhibitor
	Acquired angioedema due to lymphoproliferative disorder
	Allergic dermatitis due to poison ivy
	Beef allergy
	Drug-induced angio-oedema-urticaria
	C-1 esterase inhibitor deficiency
	Mammalian meat allergy
	Allergy to red meat
	Allergies
	alpha gal allergy
	HAE - Hereditary angio-oedema
	Contact dermatitis due to poison oak
	Atopic dermatitis
	Contact dermatitis
	Hereditary angioedema
	Idiopathic urticaria
	Angioedema due to disorder of kinin metabolism
	Insect bite of face
	Tick bite without infection
	Allergic urticaria and/or angioedema
	ACE inhibitor-induced angioedema
	Acquired angioedema due to C1 inhibitor autoantibody
	Uric
	Allergic rhinitis
	Hereditary angioedema - type 1
	Allergic urticaria and/or angio-oedema
	Allergic angio-oedema
	Idiopathic angio-oedema-urticaria
	Dermatitis
	Hereditary angio-oedema - type 1
	Allergy to meat
	Drug-induced angioedema-urticaria
	Contact dermatitis due to nickel
	Allergic urticaria due to bite and/or sting
	Urticaria due to drug allergy
	Angiotensin converting enzyme (ACE) inhibitor-aggravated angio-oedema
	Medication allergy
	Lone star tick bite
	Chronic urticaria
	Tick borne meat allergy
	HAE - Hereditary angioedema
	Hereditary angioedema - type 2
	Allergic reactin
	Angiotensin converting enzyme inhibitor-aggravated angioedema
	Gastrointestinal food allergy
	Tick born meat allergy
	Urticaria-angioedema
	Allergic angioedema due to ingested food
	Drug allergy
	Photosensitive atopic dermatitis
	Hereditary C1 esterase inhibitor deficiency - deficient factor
	Allergic reaction after tic
	Allergy to beef
	Angiotensin converting enzyme (ACE) inhibitor-aggravated angioedema
	HANE - Hereditary angioneurotic edema
	Acute urticaria
	Idiopathic angioedema-urticaria
	Infected insect bite by site
	Contact dermatitis due to poison ivy
	Hereditary angio-oedema - type 2
	Red meat allergy
	Idiopathic nonhistaminergic angioedema
	Acquired alpha gal meat allergy due to tick bites
	Angioedema face
	Allergie
	Delayed allergy to red meat
	Environmental allergy
	Caterpillar dermatitis
	Adverse medication reaction
	Idiopathic urticaria and/or angioedema
	Drug-induced urticaria
	Aspirin-induced angioedema-urticaria
Nephrotic syndrome
	Superior vena cava syndrome
	Type 1 hypersensitivity response
	IgE-mediated hypersensitivity disorder
	Alpha-gal syndrome
	Svc syndrome
	Type 4 hypersensitivity reaction
	Nephrotic syndrome
	DRESS syndrome
	IgE-mediated allergic disorder
	Hypereosinophilic syndrome
	Hypersensitivity reaction type I
	Drug Rash with Eosinophilia and Systemic Symptoms
	tick induced meat allergy
	Drug reaction with eosinophilia and systemic symptoms
	Lemierre syndrome
	DRESS
	Delayed hypersensitivity reaction
	Meat hypersensitivity
	Hypersensitivity reaction type IV
	Drug-induced hypersensitivity syndrome
	Horner's syndrome
	IgE homocytotropic antibody reaction
Anaphylactic reaction to food
	Anaphylaxis
	Anaphylactic reaction due to serum
	Anaphylactic reaction to food
	Anaphylaxis secondary to bite and/or sting
	Anaplasmosis
	Anaphylaxis due to ingested food
	Anaphylactic reaction
	Anaphylactic shock due to adverse food reaction
	Anaphylaxia
	Delayed onset anaphylaxis from beef
Lyme disease
	Lyme disease
	Lyme borreliosis
	Fifth disease
	Other conditions associated with Lyme disease
	Infection due to Borrelia burgdorferi sensu lato
Orbital cellulitis
	Cellulitis
	Orbital cellulitis
	Cellulitis of face
	Cellulitis and acute lymphangitis
	Facial cellulitis
RMSF - Rocky Mountain spotted fever
	Rocky Mountain spotted fever
	Western Rocky Mountain spotted fever
	RMSF - Rocky Mountain spotted fever
	Rocky Mountain tick fever
alpha-Galactosidase-A deficiency
	Alpha-galactosidase A deficiency
	Deficiency of alpha-galactosidase
	Galactocerebroside beta-galactosidase deficiency - late onset
	C3 esterase deficiency
SVC - Superior vena cava abnormality
	Superior vena cava abnormality
	SVC - Superior vena cava abnormality
	Superior caval vein abnormality
	SCV - Superior caval vein abnormality
Babesiosis
	abcess
	Babesiosis
	Infection by Babesia
Eruption due to drug
	Drug rash
	Drug eruption
	Drug induced rash
Atopic IgE-mediated allergic disorder
	Atopic immunoglobulin E-mediated allergic disorder
	Atopic IgE-mediated allergic disorder
Tick bite
	Tick bite
	Tick disease
Hypersensitivity reaction mediated by antibody
	Hypersensitivity reaction type II
	Hypersensitivity reaction mediated by antibody
Deep vein thrombosis
	Cerebral venous sinus thrombosis
	Deep vein thrombosis
Alpha gal
	Alpha gal
	alpha-gal syndrom
Periodontal abscess
	Parodontal abscess
	Peridental abscess
Photosensitisation due to sun
	Photosensitivity due to sunlight
	Photosensitisation due to sun
Disease due to Rickettsia
	Disease due to Genus Rickettsia
	Rickettsial disease
Acute kidney injury
	Acute kidney injury
	Aki
Infection
	West Nile virus infection
	Infection
AIN - Acute interstitial nephritis
	Acute interstitial nephritis
	AIN - Acute interstitial nephritis
Disease caused by parasite
	Parasitic infectious disease
	Parasitic disease
Obstructive sleep apnea
	Sleep apnea
	Obstructive sleep apnea
Drug reaction
	Adverse drug reaction
	Drug reaction
Scombroid fish poisoning
	Scombroid fish poisoning
	Toxic effect of scombroid fish poisoning
Human anaplasmosis due to Anaplasma phagocytophilum
	Infection by Anaplasma phagocytophilum
	Human anaplasmosis due to Anaplasma phagocytophilum
Paroxysmal nocturnal hemoglobinuria
	Paroxysmal nocturnal haemoglobinuria
	PNH - Paroxysmal nocturnal haemoglobinuria
Meningitis
	Mediastinitis
	Meningitis
Acute drug-induced tubulointerstitial nephritis
	Acute drug-induced interstitial nephritis
	Acute tubulointerstitial nephritis due to hypersensitivity to drugs
Thyroiditis
	Thyroiditis
	Hyperthyroidism
Henoch-Schönlein purpura
	HSP - Henoch-Schonlein purpura
	Henoch-Schoenlein vasculitis
Disease due to Rickettsiales
	Rickettsial infectious disease
	Rickettsial infection
Mumps
	Mumps
Mastocytosis
	Mastocytosis
Eosinophilia
	Eosinophilia
Adverse drug interaction with drug
	Adverse drug interaction with drug
Spider ven
	Spider ven
Western poison oak poisoning
	Western poison oak poisoning
Peritonsillar abscess
	Peritonsillar abscess
Dental abscess
	Dental abscess
Colorado tick fever
	Colorado tick fever
Anaphylaxy
	Anaphylaxy
Glutamine reaction
	Glutamine reaction
Erysipelas
	Erysipelas
Blastomycosis
	Blastomycosis
Histoplasmosis
	Histoplasmosis
Toxoplasmosis
	Toxoplasmosis
Disease due to Lone star virus
	Disease due to Lone star virus
Spotted fever [tick-borne rickettsioses]
	Spotted fever [tick-borne rickettsioses]
Acute sinusitis
	Acute sinusitis
Infectious parotitis
	Infectious parotitis
allergy to latex
	allergy to latex
medication reaction
	medication reaction
Suppurative parotitis
	Suppurative parotitis
Ludwig's angina
	Ludwig's angina
Tick-borne meningopolyneuritis
	Tick-borne meningopolyneuritis
Lone star tick meat allergy
	Lone star tick meat allergy
SVC compression
	SVC compression
Systemic lupus erythematosus
	Systemic lupus erythematosus
Photodermatitis due to sun
	Photodermatitis due to sun
Allergic reaktion
	Allergic reaktion
PPI sideeffect
	PPI sideeffect
Cryptococcosis
	Cryptococcosis
Trauma
	Trauma
Necrotising cutaneous vasculitis
	Necrotising cutaneous vasculitis
Mucormycotic gangrenous cellulitis
	Mucormycotic gangrenous cellulitis
Allergic reaction to food
	Allergic reaction to food
Cellulitis, facial
	Cellulitis, facial
Parotitis - non-mumps
	Parotitis - non-mumps
Allergic reaction to insect venom
	Allergic reaction to insect venom
Alpha galactosidase allergy
	Alpha galactosidase allergy
Poison ivy
	Poison ivy
Odontogenic infection of jaw
	Odontogenic infection of jaw
Sialoadenitis
	Sialoadenitis
Thoracic outlet syndrome associated with cervical rib
	Thoracic outlet syndrome associated with cervical rib
Pancoast tumor
	Pancoast tumor
Lymphoma
	lymphoma
Congestive heart failure
	Congestive heart failure
Cheyne-stokes collar
	Cheyne-stokes collar
Sunlight-induced angioedema-urticaria
	Sunlight-induced angioedema-urticaria
Maculopapular drug eruption
	Maculopapular drug eruption
Spider bite wound
	Spider bite wound
Type 4 hypersen
	Type 4 hypersen
Tick red meat allergy
	Tick red meat allergy
Nephropathy
	Nephropathy
Myocardial infarction
	Myocardial infarction
Sporotrichosis
	Sporotrichosis
Tick bite red meat allergy
	Tick bite red meat allergy
Erlichiosis
	Erlichiosis
Delayed pressure urticaria
	Delayed pressure urticaria
Ehrlichiosis
	Ehrlichiosis
Brucellosis
	Brucellosis
Tick allergy red meat
	Tick allergy red meat
Rocky Mountain Spotted fever prodrome
	Rocky Mountain Spotted fever prodrome
Insect bite of head and neck
	Insect bite of head and neck
Preseptal cellulitis
	Preseptal cellulitis
Zoster ophthalmicus
	Zoster ophthalmicus
Leptospirosis
	Leptospirosis
Tick fever due to Rickettsia siberica
	Tick fever due to Rickettsia siberica
Rickettsia
	Rickettsia
Dermatomyositis sine myositis
	Dermatomyositis sine myositis
decompensated liver disease
	decompensated liver disease
Lymphedema
	lymphedema
Melkersson-Rosenthal syndrome
	Melkersson-Rosenthal syndrome
Obstruction of inferior vena cava
	Obstruction of inferior vena cava
Stevens Johnson syndrome
	Stevens-Johnson syndrome
Anaphylactic shock, due to adverse effect of correct medicinal substance properly administered
	Anaphylactic shock, due to adverse effect of correct medicinal substance properly administered
Shingles
	Shingles
Internal jugular vein thrombosis
	Internal jugular vein thrombosis
Septic thrombophlebitis
	Septic thrombophlebitis
Impetigo
	Impetigo
Endocapillary glomerulonephritis
	Endocapillary glomerulonephritis
Erythema multiforme
	Erythema multiforme
TEN - Toxic epidermal necrolysis
	TEN - Toxic epidermal necrolysis
Hypomagnesemia
	Hypomagnesemia
Hypocalcemia
	Hypocalcemia
Clostridium difficile colitis
	Clostridium difficile colitis
Eosinophilic esophagitis
	Eosinophilic esophagitis
Varicella
	Varicella
Rubella
	Rubella
Secondary syphilis
	Secondary Syphilis
Measles
	Measles
Dental abscess with sinus
	Dental abscess with sinus
Hives
	Hives
Soft tissue infection
	Soft tissue infection
Poison ivy rash
	Poison ivy rash
Variant Creutzfeldt-Jakob disease
	Variant Creutzfeldt-Jakob disease
SVC syndrone
	SVC syndrone
Epstein-Barr virus
	Epstein-Barr virus
Acute tonsillitis
	Acute tonsillitis
Delayed hypersensitivity disorder
	Delayed hypersensitivity disorder
Lyme
	Lyme
Embolism and thrombosis of internal jugular vein
	Embolism and thrombosis of internal jugular vein
Tick borne disease
	Tick borne disease
Localized skin infection
	Localized skin infection
Renal failure
	Renal failure
Heart failure
	Heart failure
Allergy to alphagalactose
	Allergy to alphagalactose
ajs
	ajs
Delayed urticaria after eating red meat
	Delayed urticaria after eating red meat
Anaphylaxis due to red meat
	Anaphylaxis due to red meat
Leishmaniasis
	Leishmaniasis
Cutaneous leishmaniasis
	Cutaneous leishmaniasis
Tick borne illness
	Tick borne illness
Medication side effect
	Medication side effect
Renal anasarca
	Renal anasarca
Rickets, active
	Rickets, active
Anaphylaxis to bugbite
	Anaphylaxis to bugbite
Eosinophilic cellulitis [Wells]
	Eosinophilic cellulitis [Wells]
Chagas' disease
	Chagas disease
Spotted fever due to Rickettsia rickettsii
	Spotted fever due to Rickettsia rickettsii
Bell's palsy
	Bell's palsy
Asthma
	Asthma
Non-Hodgkin lymphoma
	Non-Hodgkin lymphoma
Submandibular abscess
	Submandibular abscess
Acute pharyngitis
	Acute pharyngitis
alpha galactose allergy
	alpha galactose allergy
Cushing's syndrome
	Cushing's syndrome
Trigeminal neuralgia
	Trigeminal neuralgia
Zoster ocular disease
	Zoster ocular disease
Anaphylaxis due to shellfish
	Anaphylaxis due to shellfish
Vascular thoracic outlet syndrome
	Vascular thoracic outlet syndrome
Limited cutaneous systemic sclerosis
	Limited cutaneous systemic sclerosis
Cellulits
	Cellulits
Irritant contact dermatitis
	Irritant contact dermatitis
Reflux laryngitis
	Reflux laryngitis
Tick born illness
	Tick born illness
Lupus erythematosus
	Lupus erythematosus
Insect bite, nonvenomous, of scalp, infected
	Insect bite, nonvenomous, of scalp, infected
Dermatographic urticaria
	Dermatographic urticaria
Bug bite
	Bug bite
alpha gal sydrome
	alpha gal sydrome
Non dose-related adverse reaction to medication
	Non dose-related adverse reaction to medication
ALF - Acute liver failure
	ALF - Acute liver failure
Galactosemia
	Galactosemia
Fungal respiratory infection
	Fungal respiratory infection
Snake venom causing toxic effect
	Snake venom causing toxic effect
Drug allergic reaction
	Drug allergic reaction
Galactose alpha 13 allergy
	Galactose alpha 13 allergy
Aspergillosis
	Aspergillosis
Anaphilactic reaction
	Anaphilactic reaction
Leukemia
	Leukemia
Human immunodeficiency virus disease
	Human immunodeficiency virus disease
Dental abscess without a sinus
	Dental abscess without a sinus
DRESS (Drug reaction with eosinophilia and systemic symptoms) due to strontium ranelate
	DRESS (Drug reaction with eosinophilia and systemic symptoms) due to strontium ranelate
Cellilitis
	Cellilitis
Cellulitis of periorbital region
	Cellulitis of periorbital region
Allergic medicine
	Allergic medicine
Allergic food
	Allergic food
Porphyria
	Porphyria
Electrolyte problem
	Electrolyte problem
Periorbital oedema
	Periorbital oedema
Hypothyroidism
	Hypothyroidism
Atopic reaction
	Atopic reaction
Local infection of the skin and subcutaneous tissue
